Field (Oe),Temperature (K),Long Moment (emu),Long Offset (cm)
7.000000e+004,3.592871e+002,4.013093e-003,-3.815744e-002
7.000000e+004,3.603160e+002,4.032237e-003,-3.898080e-002
7.000000e+004,3.614825e+002,4.056590e-003,-3.972447e-002
7.000000e+004,3.622946e+002,4.073317e-003,-4.050848e-002
7.000000e+004,3.632964e+002,4.098237e-003,-4.113454e-002
7.000000e+004,3.642505e+002,4.124737e-003,-4.188252e-002
7.000000e+004,3.652664e+002,4.158753e-003,-4.275655e-002
7.000000e+004,3.663099e+002,4.198332e-003,-4.356639e-002
7.000000e+004,3.672563e+002,4.246341e-003,-4.445489e-002
7.000000e+004,3.683035e+002,4.314526e-003,-4.562317e-002
7.000000e+004,3.692415e+002,4.399738e-003,-4.651668e-002
7.000000e+004,3.703337e+002,4.527685e-003,-4.775299e-002
7.000000e+004,3.712297e+002,4.698671e-003,-4.882852e-002
7.000000e+004,3.722169e+002,5.157273e-003,-4.873409e-002
7.000000e+004,3.733221e+002,6.465079e-003,-4.929933e-002
7.000000e+004,3.742644e+002,8.417886e-003,-5.483309e-002
7.000000e+004,3.752087e+002,1.080054e-002,-6.501445e-002
7.000000e+004,3.763069e+002,1.295828e-002,-7.765147e-002
7.000000e+004,3.772679e+002,1.397605e-002,-8.495040e-002
7.000000e+004,3.782889e+002,1.401629e-002,-8.570725e-002
7.000000e+004,3.792372e+002,1.398908e-002,-8.584338e-002
7.000000e+004,3.802723e+002,1.395848e-002,-8.632521e-002
7.000000e+004,3.815812e+002,1.391328e-002,-8.695927e-002
7.000000e+004,3.822834e+002,1.390215e-002,-8.709623e-002
7.000000e+004,3.832201e+002,1.388829e-002,-8.750498e-002
7.000000e+004,3.843288e+002,1.387646e-002,-8.780609e-002
7.000000e+004,3.852669e+002,1.385787e-002,-8.803036e-002
7.000000e+004,3.862823e+002,1.383421e-002,-8.843741e-002
7.000000e+004,3.872849e+002,1.381075e-002,-8.864291e-002
7.000000e+004,3.882350e+002,1.378734e-002,-8.881126e-002
7.000000e+004,3.892822e+002,1.376199e-002,-8.905564e-002
7.000000e+004,3.902394e+002,1.373907e-002,-8.931260e-002
7.000000e+004,3.913071e+002,1.371399e-002,-8.966361e-002
7.000000e+004,3.922561e+002,1.368813e-002,-8.987665e-002
7.000000e+004,3.932756e+002,1.366327e-002,-9.008504e-002
7.000000e+004,3.942598e+002,1.364113e-002,-9.034988e-002
7.000000e+004,3.952491e+002,1.361392e-002,-9.058483e-002
7.000000e+004,3.962747e+002,1.358868e-002,-9.079246e-002
7.000000e+004,3.972539e+002,1.356571e-002,-9.093471e-002
7.000000e+004,3.983209e+002,1.353790e-002,-9.110887e-002
7.000000e+004,3.992671e+002,1.351352e-002,-9.139051e-002
7.000000e+004,3.999905e+002,1.350093e-002,-8.922818e-002
6.500000e+004,4.000035e+002,1.255371e-002,-8.702953e-002
6.500000e+004,3.988514e+002,1.258356e-002,-8.611313e-002
6.500000e+004,3.978044e+002,1.261267e-002,-8.533623e-002
6.500000e+004,3.966602e+002,1.264507e-002,-8.457182e-002
6.500000e+004,3.954139e+002,1.268035e-002,-8.361375e-002
6.500000e+004,3.945249e+002,1.270721e-002,-8.305310e-002
6.500000e+004,3.935394e+002,1.273282e-002,-8.246063e-002
6.500000e+004,3.924217e+002,1.276177e-002,-8.163702e-002
6.500000e+004,3.914626e+002,1.278887e-002,-8.086633e-002
6.500000e+004,3.903879e+002,1.281597e-002,-8.036932e-002
6.500000e+004,3.894851e+002,1.284345e-002,-7.982203e-002
6.500000e+004,3.885317e+002,1.286768e-002,-7.925284e-002
6.500000e+004,3.873611e+002,1.289663e-002,-7.851849e-002
6.500000e+004,3.864940e+002,1.292088e-002,-7.805133e-002
6.500000e+004,3.855497e+002,1.294447e-002,-7.743470e-002
6.500000e+004,3.845622e+002,1.296968e-002,-7.697509e-002
6.500000e+004,3.835949e+002,1.299334e-002,-7.641308e-002
6.500000e+004,3.827364e+002,1.301448e-002,-7.602234e-002
6.500000e+004,3.817255e+002,1.303593e-002,-7.575810e-002
6.500000e+004,3.809079e+002,1.305140e-002,-7.561810e-002
6.500000e+004,3.796680e+002,1.306323e-002,-7.719436e-002
6.500000e+004,3.785408e+002,1.309690e-002,-7.639180e-002
6.500000e+004,3.775904e+002,1.312879e-002,-7.594818e-002
6.500000e+004,3.763930e+002,1.316474e-002,-7.529117e-002
6.500000e+004,3.753655e+002,1.319912e-002,-7.462844e-002
6.500000e+004,3.740867e+002,1.324034e-002,-7.390381e-002
6.500000e+004,3.728167e+002,1.328623e-002,-7.335438e-002
6.500000e+004,3.716003e+002,1.333274e-002,-7.263611e-002
6.500000e+004,3.704751e+002,1.337266e-002,-7.200588e-002
6.500000e+004,3.694344e+002,1.341020e-002,-7.149746e-002
6.500000e+004,3.684706e+002,1.344219e-002,-7.103007e-002
6.500000e+004,3.674333e+002,1.347341e-002,-7.053353e-002
6.500000e+004,3.665563e+002,1.349918e-002,-7.003890e-002
6.500000e+004,3.657888e+002,1.352435e-002,-6.971465e-002
6.500000e+004,3.649576e+002,1.354982e-002,-6.927311e-002
6.500000e+004,3.642106e+002,1.357140e-002,-6.886462e-002
6.500000e+004,3.635385e+002,1.359274e-002,-6.870551e-002
6.500000e+004,3.627417e+002,1.361248e-002,-6.832077e-002
6.500000e+004,3.618353e+002,1.363390e-002,-6.810801e-002
6.500000e+004,3.609651e+002,1.365883e-002,-6.811814e-002
6.500000e+004,3.596199e+002,1.372268e-002,-7.050572e-002
6.500000e+004,3.585954e+002,1.374596e-002,-6.991808e-002
6.500000e+004,3.574021e+002,1.377066e-002,-6.940453e-002
6.500000e+004,3.561379e+002,1.379069e-002,-6.868790e-002
6.500000e+004,3.548379e+002,1.380200e-002,-6.800254e-002
